Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Store_Location,Sales_in_2020,Sales_in_2021,Sales_in_2022,Sales_in_2023,Sales_in_2024
ITEM_1516,17.94949428,Ultra Low Fat,0.082913804,Health and Hygiene,176.2747654,Small,tier-1,965,1180,1286,1117,1004
ITEM_1517,22.96061098,Low Fat,0.113185717,Meat,235.9511277,Small,tier-2,1321,1415,1397,1393,1286
ITEM_1518,9.869645932,Ultra Low Fat,0.198056399,Others,106.7879371,Small,tier-1,656,532,604,578,598
ITEM_1519,23.5406909,Low Fat,0.098979006,Dairy,101.2248588,Small,tier-1,627,649,515,554,550
ITEM_1520,6.205347806,Low Fat,0.263147612,Meat,225.7519544,Medium,tier-1,1178,1171,1198,1250,1107
ITEM_1521,23.68872054,Regular,0.032273611,Household,180.3414397,Small,tier-3,930,1027,890,865,863
ITEM_1522,12.03245374,Low Fat,0.011394666,Others,108.4097745,High,tier-2,606,625,662,672,626
ITEM_1523,7.028416569,Ultra Low Fat,0.062545862,Breakfast,171.0046587,Medium,tier-2,890,908,853,1028,901
ITEM_1524,14.71743518,Low Fat,0.085826333,Others,164.8896014,High,tier-2,977,976,870,810,858
ITEM_1525,10.13553135,Low Fat,0.033877977,Soft Drinks,222.8611069,Medium,tier-1,1222,1203,975,908,838
ITEM_1526,10.69745804,Regular,0.019707129,Household,50.6652759,High,tier-1,445,447,416,361,383
ITEM_1527,11.1457993,Ultra Low Fat,0.226682314,Household,196.6900664,Small,tier-2,1101,1376,1408,1356,1435
ITEM_1528,21.06051796,Ultra Low Fat,0.04928297,Household,201.4195376,High,tier-2,1177,1129,1179,1192,1189
ITEM_1529,15.78322553,Ultra Low Fat,0.27417666,Meat,236.3775343,Small,tier-2,1297,1199,1176,1224,1555
ITEM_1530,11.22615398,Low Fat,0.110399898,Frozen Foods,272.3076165,Medium,tier-2,1514,1511,1453,1368,1357
ITEM_1531,17.20667567,Ultra Low Fat,0.201181743,Household,160.0474493,Small,tier-3,896,741,779,798,776
ITEM_1532,19.32301348,Ultra Low Fat,0.067620634,Baking Goods,135.6300561,High,tier-1,839,710,898,685,605
ITEM_1533,10.45248001,Low Fat,0.072096831,Breakfast,75.58009438,Small,tier-3,519,452,471,407,464
ITEM_1534,13.27098203,Regular,0.172412761,Dairy,134.2089612,Small,tier-2,698,634,570,596,640
ITEM_1535,7.437721867,Regular,0.168192878,Snack Foods,67.12116611,Medium,tier-1,477,626,543,574,611
ITEM_1536,8.622986991,Low Fat,0.230618768,Others,250.7050513,Small,tier-3,1382,1244,1213,1407,1281
ITEM_1537,18.62235708,Regular,0.227343992,Others,251.751537,Medium,tier-3,1257,1246,1333,1254,1314
ITEM_1538,8.628766954,Regular,0.201206329,Household,154.3094143,High,tier-1,860,801,737,722,708
ITEM_1539,15.50326767,Regular,0.13473917,Canned,114.9103085,Medium,tier-3,724,729,665,643,675
ITEM_1540,19.18092523,Ultra Low Fat,0.267192116,Frozen Foods,79.50501886,High,tier-2,383,441,397,419,418
ITEM_1541,7.137538462,Regular,0.186773547,Dairy,262.8092915,High,tier-3,1443,1649,1483,1367,1370
ITEM_1542,16.34624439,Ultra Low Fat,0.297059547,Canned,269.3738196,Small,tier-3,1459,1369,1461,1501,1426
ITEM_1543,10.13125567,Regular,0.245810945,Seafood,116.5724036,Medium,tier-2,680,652,621,677,622
ITEM_1544,24.2585375,Ultra Low Fat,0.013292943,Others,205.4401371,High,tier-2,1285,1365,1454,1593,1501
ITEM_1545,14.67091293,Low Fat,0.096178172,Breakfast,114.6634162,Small,tier-3,707,756,724,849,930
ITEM_1546,21.119851,Low Fat,0.171562715,Fruits and Vegetables,106.2816568,Small,tier-2,601,596,505,437,508
ITEM_1547,16.00453084,Regular,0.216440861,Dairy,55.30201266,High,tier-1,357,380,466,486,526
ITEM_1548,5.868250657,Ultra Low Fat,0.165100949,Breakfast,194.2898544,Small,tier-1,1113,985,939,854,944
ITEM_1549,17.66302751,Low Fat,0.235839127,Frozen Foods,87.4853858,Medium,tier-2,563,502,545,455,398
ITEM_1550,24.02806684,Low Fat,0.084796696,Household,53.09279572,High,tier-2,350,333,328,272,283
ITEM_1551,17.0322364,Low Fat,0.055173615,Seafood,76.21279108,High,tier-1,530,473,548,584,524
ITEM_1552,21.38377719,Low Fat,0.016175005,Snack Foods,128.4422979,Small,tier-1,689,733,814,767,749
ITEM_1553,22.68412927,Regular,0.171994123,Health and Hygiene,217.2907975,High,tier-3,1227,977,1161,1063,1072
ITEM_1554,9.561595439,Ultra Low Fat,0.206579856,Frozen Foods,100.6557633,High,tier-3,576,567,574,632,616
ITEM_1555,9.240896798,Low Fat,0.097844915,Meat,271.8976406,High,tier-3,1490,1445,1349,1298,1482
ITEM_1556,17.21961978,Regular,0.184075255,Fruits and Vegetables,122.1221026,Medium,tier-3,797,826,781,796,688
ITEM_1557,13.2205694,Low Fat,0.015647169,Others,132.8065724,Medium,tier-1,670,653,708,591,455
ITEM_1558,21.79722606,Low Fat,0.029788004,Health and Hygiene,104.494295,Medium,tier-1,604,634,551,566,500
ITEM_1559,23.00046247,Low Fat,0.210526432,Breakfast,113.4513343,Medium,tier-1,553,523,501,508,491
ITEM_1560,12.06842759,Low Fat,0.110420912,Others,68.53377864,Small,tier-2,472,429,400,426,453
ITEM_1561,9.737411179,Regular,0.201400209,Fruits and Vegetables,123.6926447,High,tier-1,772,719,647,616,630
ITEM_1562,20.6105103,Ultra Low Fat,0.249516336,Canned,264.9043649,Medium,tier-2,1386,1359,1342,1400,1561
ITEM_1563,10.49612071,Regular,0.255786731,Fruits and Vegetables,222.1061353,Small,tier-2,1227,1152,1341,1221,973
ITEM_1564,21.45228637,Regular,0.051650294,Household,268.817051,Medium,tier-2,1459,1352,1408,1428,1530
ITEM_1565,13.47476507,Regular,0.145885672,Soft Drinks,76.21475359,Small,tier-3,495,394,401,470,484
ITEM_1566,18.35099799,Low Fat,0.220178017,Seafood,163.9041577,Medium,tier-2,947,1053,972,877,866
ITEM_1567,6.910706277,Ultra Low Fat,0.232194179,Dairy,107.3137182,Medium,tier-1,659,674,769,735,725
ITEM_1568,17.47718649,Low Fat,0.235402794,Others,230.3038976,High,tier-1,1224,1158,949,975,1043
ITEM_1569,14.03535357,Regular,0.0684502,Fruits and Vegetables,292.5594562,Medium,tier-1,1543,1744,1759,1686,1845
ITEM_1570,16.73216926,Low Fat,0.057760445,Fruits and Vegetables,253.8398698,Medium,tier-1,1293,1124,1145,1159,1127
ITEM_1571,8.360284155,Ultra Low Fat,0.17700374,Soft Drinks,58.81954169,Small,tier-1,284,265,252,235,248
ITEM_1572,19.7374749,Ultra Low Fat,0.222325739,Soft Drinks,129.1649237,High,tier-1,739,764,833,829,740
ITEM_1573,22.25594155,Low Fat,0.095741855,Dairy,57.14492261,High,tier-2,469,453,471,449,513
ITEM_1574,9.334796002,Regular,0.031411547,Dairy,60.04174173,Small,tier-1,350,350,343,356,368
ITEM_1575,6.91429111,Low Fat,0.215023915,Frozen Foods,69.87882604,Medium,tier-2,415,385,391,356,340
ITEM_1576,5.472771721,Regular,0.089909349,Breakfast,119.0817322,Small,tier-3,696,602,582,539,618
ITEM_1577,17.83943001,Ultra Low Fat,0.049908817,Snack Foods,126.0506919,Medium,tier-1,712,652,741,649,707
ITEM_1578,17.14188072,Low Fat,0.044317059,Snack Foods,150.1133783,Medium,tier-3,848,888,924,976,1019
ITEM_1579,15.93394825,Ultra Low Fat,0.094472864,Others,151.2327736,High,tier-3,871,900,959,1094,983
ITEM_1580,9.638941922,Regular,0.17780342,Baking Goods,242.852253,Medium,tier-3,1321,1191,1089,1193,1063
ITEM_1581,12.81811992,Regular,0.107520672,Soft Drinks,85.35081089,High,tier-1,476,379,373,414,379
ITEM_1582,16.8895267,Low Fat,0.006198555,Health and Hygiene,89.43515395,High,tier-2,494,492,437,447,443
ITEM_1583,14.93533718,Low Fat,0.02907253,Health and Hygiene,206.6472629,Small,tier-3,1143,1067,1156,1194,1197
ITEM_1584,24.7557104,Low Fat,0.087150974,Household,192.935538,Medium,tier-1,995,982,889,867,975
ITEM_1585,7.728795051,Ultra Low Fat,0.197911345,Others,88.50117637,Small,tier-2,592,623,656,665,513
ITEM_1586,18.90289108,Regular,0.029554522,Snack Foods,263.0661067,Small,tier-3,1429,1679,1798,1818,1731
ITEM_1587,13.08637536,Regular,0.168197056,Frozen Foods,132.2648535,Small,tier-1,814,770,757,680,720
ITEM_1588,13.5639923,Ultra Low Fat,0.035965761,Health and Hygiene,141.7418371,Small,tier-2,833,799,728,737,721
ITEM_1589,19.35195531,Low Fat,0.063484598,Dairy,155.1150202,High,tier-2,870,842,819,649,678
ITEM_1590,18.84872303,Low Fat,0.051656558,Fruits and Vegetables,130.6754677,High,tier-1,802,872,807,734,641
ITEM_1591,24.82511987,Ultra Low Fat,0.020168591,Fruits and Vegetables,189.3637631,High,tier-3,1045,1075,844,944,958
ITEM_1592,7.567885789,Regular,0.201398945,Dairy,147.1619308,High,tier-1,811,810,956,936,837
ITEM_1593,7.082192988,Regular,0.139021064,Canned,114.8586815,Medium,tier-3,588,613,591,655,680
ITEM_1594,19.48677634,Regular,0.249316032,Canned,276.1187169,High,tier-1,1468,1228,1215,1233,1231
ITEM_1595,16.56773834,Regular,0.029667252,Fruits and Vegetables,127.087685,Medium,tier-2,694,705,630,499,457
ITEM_1596,10.48321333,Ultra Low Fat,0.04341988,Household,224.6222314,Small,tier-2,1185,1332,1284,1431,1299
ITEM_1597,6.58838738,Regular,0.091937319,Baking Goods,136.8066926,Medium,tier-2,757,762,639,641,679
ITEM_1598,6.713164992,Ultra Low Fat,0.229759796,Frozen Foods,158.8049967,High,tier-2,915,924,876,883,871
ITEM_1599,22.88381749,Low Fat,0.091727647,Health and Hygiene,108.9858809,High,tier-2,591,592,554,477,529
ITEM_1600,8.837346494,Ultra Low Fat,0.122525612,Breakfast,238.0824048,High,tier-1,1222,1411,1154,1218,1202
ITEM_1601,11.46743124,Regular,0.09048107,Fruits and Vegetables,234.3008129,Small,tier-1,1180,1407,1475,1628,1664
ITEM_1602,9.533128045,Low Fat,0.024067288,Soft Drinks,55.55998645,Small,tier-1,398,383,397,443,464
ITEM_1603,12.09992612,Ultra Low Fat,0.281830087,Dairy,65.04851008,High,tier-3,453,448,399,407,462
ITEM_1604,6.388476855,Ultra Low Fat,0.164561698,Seafood,280.5941137,Small,tier-3,1472,1354,1405,1658,1733
ITEM_1605,15.38119582,Ultra Low Fat,0.236349956,Meat,272.2067118,Medium,tier-2,1432,1565,1626,1551,1617
ITEM_1606,6.352251272,Low Fat,0.197507128,Breakfast,176.5217982,Medium,tier-2,1022,1070,970,834,807
ITEM_1607,21.00713016,Ultra Low Fat,0.154276284,Breakfast,173.3393479,Medium,tier-2,956,753,822,920,968
ITEM_1608,9.674241638,Regular,0.026903477,Baking Goods,253.1060436,Medium,tier-3,1383,1424,1293,1339,1335
ITEM_1609,15.80023829,Low Fat,0.192820064,Fruits and Vegetables,84.61253672,High,tier-3,530,504,639,455,505
ITEM_1610,22.60158175,Low Fat,0.046611107,Snack Foods,213.4247803,High,tier-1,1116,1123,1320,1529,1579
ITEM_1611,18.01754738,Ultra Low Fat,0.124314951,Household,168.9957486,Medium,tier-3,963,830,803,765,774
ITEM_1612,15.65915573,Regular,0.188733943,Snack Foods,235.8327573,Medium,tier-2,1283,1207,1263,1445,1407
ITEM_1613,11.48667506,Low Fat,0.2346687,Frozen Foods,57.52569783,High,tier-1,354,323,324,322,336
ITEM_1614,11.66003826,Ultra Low Fat,0.205513553,Health and Hygiene,198.1813874,Small,tier-3,1069,1058,1040,980,1054
ITEM_1615,18.3897391,Regular,0.201460059,Others,189.1820538,Medium,tier-1,973,936,882,877,924
ITEM_1616,24.88278722,Ultra Low Fat,0.044712663,Fruits and Vegetables,260.2120824,Small,tier-3,1440,1465,1451,1513,1369
ITEM_1617,18.2367838,Ultra Low Fat,0.103838562,Meat,219.2090744,High,tier-3,1203,1071,1072,1142,1126
ITEM_1618,16.15566835,Low Fat,0.012873682,Snack Foods,270.0400896,Medium,tier-3,1456,1308,1225,1165,1296
ITEM_1619,19.6130102,Low Fat,0.215843068,Dairy,271.8183304,Medium,tier-2,1458,1465,1416,1272,1159
ITEM_1620,14.30411225,Ultra Low Fat,0.285775794,Soft Drinks,152.0410002,Small,tier-3,873,782,741,739,844
ITEM_1621,6.202846852,Low Fat,0.079233117,Breakfast,84.35853344,Small,tier-2,445,411,484,448,469
ITEM_1622,16.24593632,Low Fat,0.026309013,Household,207.570914,Small,tier-1,1274,1287,1463,1271,1232
ITEM_1623,24.15250569,Regular,0.142671023,Meat,268.4365246,Small,tier-3,1475,1697,1976,1940,2075
ITEM_1624,8.506058847,Regular,0.257009467,Health and Hygiene,68.73833605,Medium,tier-2,456,410,397,374,351
ITEM_1625,18.80009782,Ultra Low Fat,0.165592259,Frozen Foods,189.4808183,High,tier-2,1136,936,926,860,885
ITEM_1626,9.018673773,Ultra Low Fat,0.014033145,Others,78.74988166,Small,tier-1,511,490,483,435,425
ITEM_1627,15.71655369,Ultra Low Fat,0.292281672,Others,56.74899794,Small,tier-1,474,464,383,430,433
ITEM_1628,6.933528993,Ultra Low Fat,0.248594973,Household,219.9088385,High,tier-1,1300,1506,1236,1052,1016
ITEM_1629,14.00741873,Regular,0.039478223,Household,220.462403,Medium,tier-3,1269,1321,1183,1237,1038
ITEM_1630,20.12326658,Low Fat,0.276539327,Canned,200.1645112,High,tier-3,1095,1104,1069,1114,1095
ITEM_1631,11.95143048,Regular,0.135206487,Canned,264.805701,High,tier-1,1417,1462,1381,1490,1516
ITEM_1632,18.29823449,Ultra Low Fat,0.111569397,Frozen Foods,70.21910995,Small,tier-3,430,412,464,483,500
ITEM_1633,20.90899922,Ultra Low Fat,0.138315999,Canned,76.31506542,High,tier-2,519,456,471,436,499
ITEM_1634,23.54355639,Regular,0.250371587,Others,266.1338595,High,tier-2,1374,1547,1659,1776,2150
ITEM_1635,9.692841637,Regular,0.197843903,Seafood,175.81918,Medium,tier-3,967,923,1022,859,804
ITEM_1636,12.98631832,Ultra Low Fat,0.017774536,Meat,118.2632022,Small,tier-3,581,644,705,794,773
ITEM_1637,8.048320267,Low Fat,0.287281311,Meat,234.5392445,Small,tier-2,1214,1179,1253,1346,1394
ITEM_1638,24.84967004,Ultra Low Fat,0.04433524,Baking Goods,273.6009307,Small,tier-2,1472,1600,1731,1326,1632
ITEM_1639,23.54001936,Regular,0.223670386,Breakfast,222.4008216,Medium,tier-3,1236,1356,1264,1284,1548
ITEM_1640,15.79914261,Ultra Low Fat,0.190840959,Breakfast,247.9831492,Medium,tier-3,1386,1311,1357,1336,1380
ITEM_1641,21.84066589,Ultra Low Fat,0.056258414,Health and Hygiene,120.62431,Medium,tier-1,705,695,821,856,776
ITEM_1642,15.41915955,Low Fat,0.051219623,Frozen Foods,122.1938399,Medium,tier-1,682,703,829,744,637
ITEM_1643,17.47171376,Ultra Low Fat,0.261098278,Soft Drinks,266.0309701,Small,tier-3,1395,1514,1585,1405,1215
ITEM_1644,6.782488642,Ultra Low Fat,0.125908477,Meat,203.7157122,Small,tier-2,1083,945,964,1008,1084
ITEM_1645,20.10540841,Ultra Low Fat,0.196372954,Baking Goods,108.5406879,High,tier-3,740,879,840,933,970
ITEM_1646,7.554269673,Regular,0.151221301,Soft Drinks,181.0404539,Medium,tier-2,980,922,814,773,842
ITEM_1647,21.52135261,Regular,0.218206055,Snack Foods,221.4651179,High,tier-3,1222,1136,1059,1004,1119
ITEM_1648,20.64056175,Low Fat,0.143772713,Frozen Foods,104.6372703,Medium,tier-3,608,694,827,811,873
ITEM_1649,19.17489395,Ultra Low Fat,0.086213975,Soft Drinks,213.7266021,High,tier-2,1196,1119,1018,922,974
ITEM_1650,5.72320761,Regular,0.109015011,Seafood,60.53621245,Small,tier-2,351,373,335,263,283
ITEM_1651,11.06256712,Low Fat,0.257723308,Breakfast,125.9229058,Small,tier-3,697,632,504,487,432
ITEM_1652,10.2622514,Ultra Low Fat,0.140410408,Snack Foods,218.4929529,Medium,tier-2,1212,1278,1172,1355,1517
ITEM_1653,12.20272815,Low Fat,0.0640348,Soft Drinks,87.33726637,Small,tier-2,501,468,547,464,463
ITEM_1654,6.752854935,Low Fat,0.280381616,Snack Foods,105.5497577,Medium,tier-3,655,647,688,539,587
ITEM_1655,23.73915646,Low Fat,0.238980137,Household,269.7733226,High,tier-1,1470,1604,1802,2103,2192
ITEM_1656,16.07604481,Low Fat,0.016699844,Health and Hygiene,218.5802749,Medium,tier-1,1192,1033,1144,1311,1463
ITEM_1657,11.11048621,Low Fat,0.299682889,Breakfast,174.7296776,High,tier-2,956,1033,1192,1190,1323
ITEM_1658,12.93963034,Low Fat,0.208478009,Meat,102.723348,High,tier-3,600,592,613,650,687
ITEM_1659,13.94405081,Low Fat,0.04807998,Household,135.3524141,Medium,tier-2,816,877,812,814,887
ITEM_1660,17.01188667,Ultra Low Fat,0.071150304,Canned,193.5826246,Small,tier-3,1092,904,1040,839,1007
ITEM_1661,15.31358855,Ultra Low Fat,0.207733644,Meat,88.82814848,High,tier-1,618,617,732,775,816
ITEM_1662,23.38783946,Low Fat,0.233928317,Health and Hygiene,170.43602,Small,tier-1,885,832,845,914,778
ITEM_1663,14.93926966,Ultra Low Fat,0.071710783,Snack Foods,152.2435985,High,tier-1,787,735,737,759,819
ITEM_1664,24.8431603,Low Fat,0.077090656,Canned,169.1718354,High,tier-2,926,822,745,621,597
ITEM_1665,22.02849915,Ultra Low Fat,0.092136208,Canned,76.39020532,High,tier-1,468,465,458,313,348
ITEM_1666,9.170210287,Regular,0.179405509,Meat,76.62427176,High,tier-1,475,402,354,315,327
ITEM_1667,23.61190429,Low Fat,0.051544853,Snack Foods,291.0277382,Medium,tier-2,1630,1392,1398,1168,1112
ITEM_1668,7.327327958,Regular,0.03127296,Fruits and Vegetables,294.8419334,High,tier-3,1590,1286,1207,1050,1121
ITEM_1669,21.34899417,Low Fat,0.203659227,Dairy,156.5411645,Small,tier-1,889,743,799,785,904
ITEM_1670,12.61246587,Low Fat,0.233729382,Dairy,247.2488634,Small,tier-3,1303,1197,1075,1347,1319
ITEM_1671,22.55948641,Regular,0.150278821,Fruits and Vegetables,213.9478567,Medium,tier-3,1159,998,963,929,807
ITEM_1672,22.3611338,Regular,0.109149813,Frozen Foods,79.22921365,High,tier-2,501,454,431,389,408
ITEM_1673,21.118508,Regular,0.129612814,Health and Hygiene,124.1696643,Medium,tier-3,711,634,467,474,475
ITEM_1674,20.80060873,Low Fat,0.11652235,Snack Foods,128.4128522,Small,tier-3,748,692,639,638,598
ITEM_1675,11.09358278,Regular,0.287995472,Breakfast,198.9436087,High,tier-2,1109,1077,981,1101,970
ITEM_1676,6.618385661,Regular,0.230426972,Seafood,194.9941781,Small,tier-3,1116,1049,887,717,632
ITEM_1677,13.05960358,Ultra Low Fat,0.062426164,Meat,280.8771734,Medium,tier-1,1549,1623,1736,1525,1614
ITEM_1678,8.4704903,Ultra Low Fat,0.115256746,Health and Hygiene,247.5090785,Medium,tier-2,1353,1216,914,1000,976
ITEM_1679,18.89902178,Regular,0.163203687,Seafood,264.2119162,Small,tier-2,1480,1593,1167,1330,1159
ITEM_1680,11.92199453,Regular,0.183895759,Seafood,272.8071534,High,tier-2,1476,1179,1208,1279,1529
ITEM_1681,24.51220402,Regular,0.140455169,Others,250.3191681,High,tier-1,1309,1323,1350,1337,1366
ITEM_1682,17.81944155,Regular,0.243037991,Others,133.2203153,Small,tier-3,680,583,555,676,712
ITEM_1683,21.44961127,Ultra Low Fat,0.230281806,Health and Hygiene,103.7532428,Small,tier-3,683,579,610,681,706
ITEM_1684,7.650493455,Low Fat,0.151547376,Fruits and Vegetables,192.9418345,High,tier-3,1033,1050,1120,1191,1197
ITEM_1685,22.24028965,Regular,0.256328816,Meat,222.3920791,Small,tier-1,1252,1228,1343,1521,1197
ITEM_1686,23.45514381,Regular,0.225326859,Frozen Foods,146.6419922,Medium,tier-3,903,1035,903,862,852
ITEM_1687,14.74123838,Ultra Low Fat,0.233574555,Meat,262.0846625,High,tier-3,1359,1249,1276,1350,1500
ITEM_1688,17.12505876,Regular,0.286920234,Snack Foods,290.1416482,High,tier-1,1503,1378,1327,1180,1157
ITEM_1689,20.29619602,Regular,0.079940082,Frozen Foods,192.3489315,Medium,tier-1,1106,959,1017,1141,1016
ITEM_1690,8.496772545,Ultra Low Fat,0.080294449,Meat,164.1480156,Small,tier-3,940,923,1069,1094,1075
ITEM_1691,15.05132153,Regular,0.266685677,Snack Foods,260.7217792,High,tier-1,1385,1518,1526,1527,1764
ITEM_1692,12.97326056,Regular,0.231667912,Seafood,56.06738675,High,tier-1,390,337,348,400,407
ITEM_1693,7.927479843,Ultra Low Fat,0.277963662,Snack Foods,82.25315396,High,tier-1,542,484,496,491,396
ITEM_1694,12.35068845,Low Fat,0.018939048,Seafood,261.4144148,Small,tier-2,1449,1423,1292,1342,1204
ITEM_1695,6.363446188,Regular,0.188327123,Seafood,233.0071464,High,tier-2,1335,1458,1394,1343,1099
ITEM_1696,5.516238139,Regular,0.043388501,Seafood,154.0341746,Small,tier-3,837,806,826,805,781
ITEM_1697,7.703325783,Low Fat,0.151169159,Soft Drinks,272.2129644,Medium,tier-3,1517,1624,1769,1617,1975
ITEM_1698,24.26230223,Ultra Low Fat,0.04672408,Household,137.8645719,Small,tier-1,886,886,1012,1117,1119
ITEM_1699,15.99059072,Low Fat,0.038423553,Household,208.4613395,Small,tier-3,1168,1217,1453,1578,1427
ITEM_1700,24.31644322,Regular,0.003650504,Health and Hygiene,208.5836176,Medium,tier-2,1219,1186,1172,1268,1386
ITEM_1701,13.64995757,Low Fat,0.189071644,Frozen Foods,96.08297315,Small,tier-3,567,499,502,420,360
ITEM_1702,11.23632266,Ultra Low Fat,0.107706785,Baking Goods,121.212934,Medium,tier-3,713,764,722,701,724
ITEM_1703,15.12283726,Regular,0.031556485,Health and Hygiene,279.0017307,High,tier-2,1520,1571,1591,1428,1249
ITEM_1704,13.79023377,Ultra Low Fat,0.096851333,Baking Goods,95.85371345,Medium,tier-2,586,595,580,526,597
ITEM_1705,7.113293685,Ultra Low Fat,0.050683227,Meat,93.39365546,Medium,tier-1,531,475,499,498,487
ITEM_1706,17.81652629,Low Fat,0.282508449,Snack Foods,169.9038684,High,tier-1,889,710,662,719,667
ITEM_1707,9.32076365,Low Fat,0.096001466,Soft Drinks,73.04934206,High,tier-1,512,532,398,393,381
ITEM_1708,17.3917591,Ultra Low Fat,0.100186057,Breakfast,273.6565472,Small,tier-3,1511,1260,1040,868,859
ITEM_1709,18.00402185,Ultra Low Fat,0.251957401,Baking Goods,75.03728458,Small,tier-3,386,356,318,344,315
ITEM_1710,8.040497063,Regular,0.194326728,Dairy,204.1393692,Small,tier-3,1151,1188,1376,1384,1062
ITEM_1711,6.226992542,Ultra Low Fat,0.213051482,Baking Goods,134.9454641,High,tier-2,790,641,705,608,628
ITEM_1712,20.61523172,Ultra Low Fat,0.190800541,Baking Goods,251.0682214,High,tier-3,1325,1321,1329,1288,1370
ITEM_1713,14.19600848,Low Fat,0.283858885,Others,197.4526864,High,tier-2,1100,1022,1030,1018,1131
ITEM_1714,6.16327591,Ultra Low Fat,0.062100249,Frozen Foods,147.0765353,Small,tier-3,786,755,687,732,879
ITEM_1715,24.89732634,Ultra Low Fat,0.296711773,Household,295.9682461,High,tier-3,1553,1245,1164,1238,1385
ITEM_1716,6.15561122,Low Fat,0.249286853,Soft Drinks,66.55774712,High,tier-2,387,373,366,403,426
ITEM_1717,18.90070458,Regular,0.176691777,Canned,194.4465758,Medium,tier-2,1113,1221,1102,1015,1157
ITEM_1718,24.67357851,Low Fat,0.198711487,Breakfast,297.3920779,Medium,tier-2,1567,1515,1842,1859,1772
ITEM_1719,9.783602084,Low Fat,0.194647763,Frozen Foods,222.7381608,High,tier-1,1185,1403,1621,1637,1410
ITEM_1720,7.844987374,Ultra Low Fat,0.017518867,Breakfast,234.9424079,Small,tier-1,1239,1077,1264,1495,1567
ITEM_1721,7.427698788,Ultra Low Fat,0.06540495,Dairy,58.02278614,Medium,tier-3,426,513,473,453,392
ITEM_1722,11.06550295,Regular,0.288441265,Seafood,55.34079077,High,tier-3,402,433,439,447,440
ITEM_1723,7.02091622,Ultra Low Fat,0.160309329,Snack Foods,59.027528,Medium,tier-3,373,433,514,546,527
ITEM_1724,18.84322683,Regular,0.113506081,Frozen Foods,297.9309755,Medium,tier-1,1609,1882,1625,1534,1556
ITEM_1725,6.245835963,Regular,0.228611539,Fruits and Vegetables,294.8799402,Small,tier-3,1424,1490,1525,1488,1518
ITEM_1726,15.18844256,Regular,0.157355683,Seafood,133.6272314,High,tier-2,723,615,567,564,571
ITEM_1727,24.93393708,Regular,0.003948831,Health and Hygiene,122.7454541,High,tier-2,773,787,794,715,652
ITEM_1728,21.27940539,Ultra Low Fat,0.220871279,Frozen Foods,86.48968638,Small,tier-1,516,413,492,433,390
ITEM_1729,17.30438876,Low Fat,0.219665268,Breakfast,132.2850748,Small,tier-2,700,769,842,875,848
ITEM_1730,11.12507242,Low Fat,0.049544614,Household,142.5374826,Small,tier-2,899,1084,1078,1061,1086
ITEM_1731,17.47791673,Ultra Low Fat,0.286998027,Household,237.0707042,High,tier-3,1198,1247,1286,1270,1296
ITEM_1732,15.54082928,Ultra Low Fat,0.067172439,Household,266.5733882,Medium,tier-2,1370,1288,895,964,830
ITEM_1733,13.52166768,Regular,0.13732481,Frozen Foods,236.6837799,High,tier-2,1237,1351,1314,1082,1084
ITEM_1734,7.614207535,Ultra Low Fat,0.034420788,Others,211.6187753,High,tier-1,1121,1213,1162,1230,1175
ITEM_1735,22.7320843,Low Fat,0.180984696,Seafood,241.4750195,Small,tier-2,1371,1410,1375,1411,1400
ITEM_1736,13.99569298,Ultra Low Fat,0.112635336,Household,234.6243698,Small,tier-2,1261,1319,1238,1064,1125
ITEM_1737,8.892450236,Ultra Low Fat,0.105952039,Snack Foods,168.9374234,Small,tier-3,1058,969,988,1038,1068
ITEM_1738,12.35518702,Regular,0.248093063,Baking Goods,133.9628506,High,tier-3,667,684,669,705,695
ITEM_1739,13.28259505,Regular,0.002868514,Frozen Foods,120.6951792,Small,tier-3,753,799,797,821,803
ITEM_1740,21.55075791,Regular,0.239384031,Household,219.8388649,Small,tier-1,1174,1143,1160,1236,993
ITEM_1741,19.67228761,Regular,0.17143457,Fruits and Vegetables,289.8260311,Medium,tier-3,1525,1449,1499,1395,1449
ITEM_1742,20.38609787,Low Fat,0.295829554,Frozen Foods,195.2636797,Medium,tier-2,1047,1044,968,909,919
ITEM_1743,5.220625289,Ultra Low Fat,0.176832966,Seafood,278.1316256,Small,tier-1,1472,1496,1361,1491,1299
ITEM_1744,13.32307996,Ultra Low Fat,0.01661374,Seafood,53.55734274,Medium,tier-2,412,413,422,309,329
ITEM_1745,14.62688303,Regular,0.015193598,Meat,248.6176617,High,tier-2,1309,1344,1073,1073,1076
ITEM_1746,5.383845536,Low Fat,0.264945896,Baking Goods,263.4006645,Medium,tier-3,1411,1406,1313,1326,1368
ITEM_1747,10.19626417,Low Fat,0.252364244,Baking Goods,207.7484595,Small,tier-1,1188,1232,1257,1048,1206
ITEM_1748,20.20579646,Ultra Low Fat,0.103767023,Frozen Foods,283.5152498,High,tier-1,1410,1502,1415,1354,1447
ITEM_1749,7.742194115,Regular,0.185409745,Meat,197.4782482,High,tier-3,1186,1164,1190,1184,1240
ITEM_1750,15.70620263,Ultra Low Fat,0.146877407,Snack Foods,110.1342256,Medium,tier-1,709,699,699,658,608
